FIT Profiler Report
Profile stats for: [LightningModule]LitUnrolled.configure_callbacks
         418 function calls (403 primitive calls) in 0.000 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 scheduler.py:161(check_all_modules)
       12    0.000    0.000    0.000    0.000 PngImagePlugin.py:154(_crc32)
        6    0.000    0.000    0.000    0.000 ImageSequenceClip.py:96(<listcomp>)
        1    0.000    0.000    0.000    0.000 selectors.py:347(__init__)
        2    0.000    0.000    0.000    0.000 PngImagePlugin.py:1084(write)
        4    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        1    0.000    0.000    0.000    0.000 IptcImagePlugin.py:17(<module>)
        1    0.000    0.000    0.000    0.000 PsdImagePlugin.py:19(<module>)
        1    0.000    0.000    0.000    0.000 _sputils.py:1(<module>)
        7    0.000    0.000    0.000    0.000 decorator.py:127(update)
      218    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 FliImagePlugin.py:18(<module>)
      120    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedWriter' objects}
      4/2    0.000    0.000    0.000    0.000 copy.py:210(<listcomp>)
       10    0.000    0.000    0.000    0.000 progress.py:274(optimizer_steps)
       49    0.000    0.000    0.000    0.000 {built-in method numpy.array}
       41    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        1    0.000    0.000    0.000    0.000 DdsImagePlugin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 result.py:272(_wrap_compute)
      102    0.000    0.000    0.000    0.000 partition_parameters.py:2091(num_partitions)
        3    0.000    0.000    0.000    0.000 contextlib.py:238(helper)
        1    0.000    0.000    0.000    0.000 findlib.py:5(<module>)
        4    0.000    0.000    0.000    0.000 selectors.py:215(_fileobj_lookup)
        9    0.000    0.000    0.000    0.000 enum.py:522(_check_for_existing_members)
        9    0.000    0.000    0.000    0.000 TiffImagePlugin.py:689(_register_basic)
        8    0.000    0.000    0.000    0.000 genericpath.py:121(_splitext)
        2    0.000    0.000    0.000    0.000 engine.py:591(random_ltd_enabled)
       33    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
      174    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:954(_get_devnull)
        2    0.000    0.000    0.000    0.000 {method 'copy_' of 'torch._C.StorageBase' objects}
       41    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
      217    0.000    0.000    0.000    0.000 typing_extensions.py:3024(<listcomp>)
        1    0.000    0.000    0.000    0.000 _csc.py:1(<module>)
      135    0.000    0.000    0.000    0.000 inspect.py:2861(return_annotation)
       26    0.000    0.000    0.000    0.000 {method 'size' of 'torch._C.TensorBase' objects}
       78    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
       38    0.000    0.000    0.000    0.000 dataclasses.py:1037(<genexpr>)
        6    0.000    0.000    0.000    0.000 Clip.py:48(__init__)
        6    0.000    0.000    0.000    0.000 proglog.py:30(__init__)
       23    0.000    0.000    0.000    0.000 six.py:194(find_spec)
       78    0.000    0.000    0.000    0.000 _generic_alias.py:96(__args__)
        1    0.000    0.000    0.000    0.000 PixarImagePlugin.py:22(<module>)
        7    0.000    0.000    0.000    0.000 pathlib.py:293(splitroot)
      2/1    0.000    0.000    0.000    0.000 _generic_alias.py:170(__repr__)
        8    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 distributed.py:399(_distributed_is_initialized)
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
       18    0.000    0.000    0.000    0.000 decorator.py:286(<listcomp>)
        1    0.000    0.000    0.000    0.000 _morphology.py:31(<module>)
        4    0.000    0.000    0.000    0.000 {method 'squeeze' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.000    0.000 memory.py:24(recursive_detach)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 CurImagePlugin.py:18(<module>)
        1    0.000    0.000    0.000    0.000 FitsImagePlugin.py:12(<module>)
        8    0.000    0.000    0.000    0.000 shape_base.py:470(<listcomp>)
        3    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
        1    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
        2    0.000    0.000    0.000    0.000 basic.py:5(<module>)
        1    0.000    0.000    0.000    0.000 resources.py:66(_get_resource_reader)
      114    0.000    0.000    0.000    0.000 TiffImagePlugin.py:260(<genexpr>)
        1    0.000    0.000    0.000    0.000 SunImagePlugin.py:20(<module>)
        1    0.000    0.000    0.000    0.000 request.py:32(IOMode)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
      367    0.000    0.000    0.000    0.000 extensions.py:1869(<lambda>)
        1    0.000    0.000    0.000    0.000 request.py:48(ImageMode)
       12    0.000    0.000    0.000    0.000 copy.py:263(<genexpr>)
       77    0.000    0.000    0.000    0.000 _generic_alias.py:100(__parameters__)
        4    0.000    0.000    0.000    0.000 selectors.py:21(_fileobj_to_fd)
        1    0.000    0.000    0.000    0.000 BufrStubImagePlugin.py:12(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:6(<module>)
        8    0.000    0.000    0.000    0.000 stride_tricks.py:538(<listcomp>)
        2    0.000    0.000    0.000    0.000 _tensor.py:242(_typed_storage)
        1    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
      122    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
       67    0.000    0.000    0.000    0.000 typing.py:532(__hash__)
        8    0.000    0.000    0.000    0.000 unrolledDiT.py:113(update)
        6    0.000    0.000    0.000    0.000 v2.py:177(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:291(<listcomp>)
        1    0.000    0.000    0.000    0.000 SpiderImagePlugin.py:35(<module>)
        1    0.000    0.000    0.000    0.000 Hdf5StubImagePlugin.py:12(<module>)
        1    0.000    0.000    0.000    0.000 FitsStubImagePlugin.py:12(<module>)
        8    0.000    0.000    0.000    0.000 function_base.py:469(_add_docstring)
        1    0.000    0.000    0.000    0.000 _index.py:1(<module>)
      228    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        1    0.000    0.000    0.000    0.000 _base.py:60(spmatrix)
        1    0.000    0.000    0.000    0.000 GbrImagePlugin.py:27(<module>)
        1    0.000    0.000    0.000    0.000 PcdImagePlugin.py:18(<module>)
        2    0.000    0.000    0.000    0.000 functools.py:814(dispatch)
        2    0.000    0.000    0.000    0.000 imports.py:196(__bool__)
       54    0.000    0.000    0.000    0.000 enum.py:753(value)
        2    0.000    0.000    0.000    0.000 advanced.py:79(stop)
        1    0.000    0.000    0.000    0.000 __init__.py:165(<listcomp>)
        8    0.000    0.000    0.000    0.000 container.py:317(__iter__)
        6    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        6    0.000    0.000    0.000    0.000 proglog.py:169(iter_bar)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:196(raw)
        1    0.000    0.000    0.000    0.000 GifImagePlugin.py:39(LoadingStrategy)
       21    0.000    0.000    0.000    0.000 os.py:800(fsencode)
        6    0.000    0.000    0.000    0.000 v3_plugin_api.py:96(__init__)
       26    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        6    0.000    0.000    0.000    0.000 fromnumeric.py:601(transpose)
        2    0.000    0.000    0.000    0.000 result.py:121(__post_init__)
        2    0.000    0.000    0.000    0.000 typing.py:1749(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _decomp_svd.py:1(<module>)
        2    0.000    0.000    0.000    0.000 genericpath.py:27(isfile)
        5    0.000    0.000    0.000    0.000 dataclasses.py:320(field)
      122    0.000    0.000    0.000    0.000 ImageFile.py:75(_tilesort)
       84    0.000    0.000    0.000    0.000 machinery.py:19(all_suffixes)
        1    0.000    0.000    0.000    0.000 features.py:76(check_codec)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1050(resource_path)
       93    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        6    0.000    0.000    0.000    0.000 strategy.py:351(model)
       20    0.000    0.000    0.000    0.000 copy.py:242(_keep_alive)
        1    0.000    0.000    0.000    0.000 _construct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 BlpImagePlugin.py:45(Encoding)
        2    0.000    0.000    0.000    0.000 filters.py:25(__getattr__)
      120    0.000    0.000    0.000    0.000 ImageSequence.py:45(__iter__)
       24    0.000    0.000    0.000    0.000 function_base.py:346(iterable)
       68    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        2    0.000    0.000    0.000    0.000 selectors.py:247(unregister)
        7    0.000    0.000    0.000    0.000 decorator.py:152(<listcomp>)
      122    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingEncoder' objects}
        8    0.000    0.000    0.000    0.000 summary.py:117(_calc_scale_factor)
       28    0.000    0.000    0.000    0.000 Image.py:3434(register_save)
        9    0.000    0.000    0.000    0.000 enum.py:68(__init__)
        2    0.000    0.000    0.000    0.000 result.py:126(_parse_reduce_fx)
        1    0.000    0.000    0.000    0.000 platform.py:927(machine)
      5/3    0.000    0.000    0.000    0.000 _generic_alias.py:21(_to_str)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:303(IFDRational)
        2    0.000    0.000    0.000    0.000 matfuncs.py:5(<module>)
       50    0.000    0.000    0.000    0.000 _generic_alias.py:191(__eq__)
        1    0.000    0.000    0.000    0.000 extensions.py:1878(<listcomp>)
        8    0.000    0.000    0.000    0.000 threading.py:246(__enter__)
        1    0.000    0.000    0.000    0.000 v3_plugin_api.py:8(ImageProperties)
      5/3    0.000    0.000    0.000    0.000 _generic_alias.py:172(<genexpr>)
        1    0.000    0.000    0.000    0.000 Image.py:1892(putdata)
        8    0.000    0.000    0.000    0.000 queue.py:212(_put)
        1    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
       51    0.000    0.000    0.000    0.000 _generic_alias.py:92(__origin__)
       16    0.000    0.000    0.000    0.000 _binary.py:101(o32be)
        1    0.000    0.000    0.000    0.000 _fourier.py:31(<module>)
        1    0.000    0.000    0.000    0.000 enum.py:963(unique)
       79    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        1    0.000    0.000    0.000    0.000 __config__.py:9(DisplayModes)
        1    0.000    0.000    0.000    0.000 ImageSequenceClip.py:1(<module>)
        6    0.000    0.000    0.000    0.000 decorators.py:120(<listcomp>)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:862(__init__)
        1    0.000    0.000    0.000    0.000 ffmpeg_writer.py:1(<module>)
       16    0.000    0.000    0.000    0.000 event_file_writer.py:206(_check_worker_status)
        2    0.000    0.000    0.000    0.000 function_base.py:2269(__init__)
        2    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 CompositeVideoClip.py:1(<module>)
       14    0.000    0.000    0.000    0.000 _util.py:5(is_path)
        4    0.000    0.000    0.000    0.000 result.py:89(_generate_sync_fn)
        2    0.000    0.000    0.000    0.000 distributed_c10d.py:1816(get_world_size)
        2    0.000    0.000    0.000    0.000 blas.py:377(_memoize_get_funcs)
        4    0.000    0.000    0.000    0.000 __init__.py:506(cast)
       33    0.000    0.000    0.000    0.000 ImageMode.py:25(__init__)
        9    0.000    0.000    0.000    0.000 enum.py:370(__getattr__)
        1    0.000    0.000    0.000    0.000 _decomp_cossin.py:2(<module>)
       51    0.000    0.000    0.000    0.000 _generic_alias.py:105(__unpacked__)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        2    0.000    0.000    0.000    0.000 contextlib.py:697(__init__)
        1    0.000    0.000    0.000    0.000 BlpImagePlugin.py:51(AlphaEncoding)
        7    0.000    0.000    0.000    0.000 _threadsafety.py:25(__init__)
        2    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
        4    0.000    0.000    0.000    0.000 _pep440.py:437(_cmpkey)
       12    0.000    0.000    0.000    0.000 trainer.py:1120(strategy)
        2    0.000    0.000    0.000    0.000 distributed_c10d.py:212(__new__)
        8    0.000    0.000    0.000    0.000 __init__.py:1148(are_deterministic_algorithms_enabled)
        2    0.000    0.000    0.000    0.000 pkgutil.py:405(get_importer)
       79    0.000    0.000    0.000    0.000 {method 'getrandbits' of '_random.Random' objects}
        5    0.000    0.000    0.000    0.000 TiffImagePlugin.py:672(decorator)
        2    0.000    0.000    0.000    0.000 result.py:56(__post_init__)
        1    0.000    0.000    0.000    0.000 _compressed.py:23(_cs_matrix)
        1    0.000    0.000    0.000    0.000 tools.py:1(<module>)
       96    0.000    0.000    0.000    0.000 stride_tricks.py:345(<genexpr>)
        3    0.000    0.000    0.000    0.000 contextlib.py:463(_push_exit_callback)
        2    0.000    0.000    0.000    0.000 fit_loop.py:140(_results)
        1    0.000    0.000    0.000    0.000 FtexImagePlugin.py:64(Format)
        1    0.000    0.000    0.000    0.000 downloader.py:1(<module>)
        6    0.000    0.000    0.000    0.000 tempfile.py:295(gettempdir)
        2    0.000    0.000    0.000    0.000 _utils.py:116(<listcomp>)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:209(__init__)
        6    0.000    0.000    0.000    0.000 tempfile.py:84(_infer_return_type)
        2    0.000    0.000    0.000    0.000 storage.py:712(_new_wrapped_storage)
        1    0.000    0.000    0.000    0.000 _gcrotmk.py:4(<module>)
       99    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       16    0.000    0.000    0.000    0.000 trainer.py:1585(loggers)
       36    0.000    0.000    0.000    0.000 request.py:444(mode)
        6    0.000    0.000    0.000    0.000 tempfile.py:224(_get_candidate_names)
       21    0.000    0.000    0.000    0.000 Image.py:3423(register_mime)
       12    0.000    0.000    0.000    0.000 {built-in method zlib.crc32}
        2    0.000    0.000    0.000    0.000 getlimits.py:668(__init__)
        6    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        4    0.000    0.000    0.000    0.000 respace.py:118(__init__)
       11    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
        8    0.000    0.000    0.000    0.000 pathlib.py:1049(_init)
       10    0.000    0.000    0.000    0.000 module.py:213(trainer)
        8    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
        2    0.000    0.000    0.000    0.000 distributed_c10d.py:861(_get_group_size)
       11    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 __init__.py:132(<listcomp>)
        8    0.000    0.000    0.000    0.000 queue.py:208(_qsize)
        8    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 writer.py:262(_get_file_writer)
       32    0.000    0.000    0.000    0.000 inspect.py:2246(<lambda>)
        8    0.000    0.000    0.000    0.000 tensorboard.py:172(experiment)
       10    0.000    0.000    0.000    0.000 config.py:137(__getattr__)
        1    0.000    0.000    0.000    0.000 lil.py:5(<module>)
        4    0.000    0.000    0.000    0.000 engine.py:755(zero_optimization_stage)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:5(<module>)
        8    0.000    0.000    0.000    0.000 threading.py:261(_is_owned)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_lu.py:1(<module>)
        3    0.000    0.000    0.000    0.000 contextlib.py:379(_create_cb_wrapper)
        2    0.000    0.000    0.000    0.000 subprocess.py:1724(_handle_exitstatus)
        6    0.000    0.000    0.000    0.000 pathlib.py:804(name)
        1    0.000    0.000    0.000    0.000 _dtype_like.py:74(_DTypeDict)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
        1    0.000    0.000    0.000    0.000 orthogonal.py:5(<module>)
        8    0.000    0.000    0.000    0.000 {built-in method math.prod}
        1    0.000    0.000    0.000    0.000 dataclasses.py:356(_recursive_repr)
      109    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1056(is_resource)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(get_resource_reader)
        6    0.000    0.000    0.000    0.000 v2.py:80(decypher_format_arg)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 imopen.py:1(<module>)
        2    0.000    0.000    0.000    0.000 fx_validator.py:177(check_logging_levels)
       16    0.000    0.000    0.000    0.000 container.py:313(__len__)
        8    0.000    0.000    0.000    0.000 shape_base.py:462(<setcomp>)
        1    0.000    0.000    0.000    0.000 JpegPresets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
       16    0.000    0.000    0.000    0.000 stride_tricks.py:542(<genexpr>)
        1    0.000    0.000    0.000    0.000 _csr.py:17(csr_matrix)
        6    0.000    0.000    0.000    0.000 proglog.py:233(<lambda>)
       62    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _lil.py:19(lil_matrix)
        8    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 tempfile.py:430(__init__)
        2    0.000    0.000    0.000    0.000 timer.py:228(_init_timer)
        1    0.000    0.000    0.000    0.000 _matrix_io.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
       16    0.000    0.000    0.000    0.000 strategy.py:360(lightning_module)
       24    0.000    0.000    0.000    0.000 stride_tricks.py:25(_maybe_view_as_subclass)
        1    0.000    0.000    0.000    0.000 BlpImagePlugin.py:41(Format)
        1    0.000    0.000    0.000    0.000 _special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 PdfParser.py:201(PdfName)
        2    0.000    0.000    0.000    0.000 weakref.py:382(__getitem__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:433(__getitem__)
        8    0.000    0.000    0.000    0.000 function_base.py:451(_needs_add_docstring)
        1    0.000    0.000    0.000    0.000 sparsetools.py:5(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:1838(_signature_is_builtin)
       18    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 interface.py:5(<module>)
        1    0.000    0.000    0.000    0.000 isolve.py:5(<module>)
        1    0.000    0.000    0.000    0.000 base.py:5(<module>)
        2    0.000    0.000    0.000    0.000 logger_connector.py:213(should_reset_tensors)
        2    0.000    0.000    0.000    0.000 fx_validator.py:151(check_logging)
        1    0.000    0.000    0.000    0.000 eigen.py:5(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:19(_NestedSequence)
        2    0.000    0.000    0.000    0.000 getlimits.py:692(max)
        2    0.000    0.000    0.000    0.000 result.py:147(sync)
        1    0.000    0.000    0.000    0.000 sputils.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _generic_alias.py:70(_GenericAlias)
       48    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 decomp.py:5(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:5(<module>)
        1    0.000    0.000    0.000    0.000 morphology.py:5(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:5(<module>)
        1    0.000    0.000    0.000    0.000 extract.py:5(<module>)
        1    0.000    0.000    0.000    0.000 specfun.py:5(<module>)
        8    0.000    0.000    0.000    0.000 shape_base.py:458(<listcomp>)
        1    0.000    0.000    0.000    0.000 decomp_schur.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _testutils.py:76(_TestPythranFunc)
        1    0.000    0.000    0.000    0.000 filters.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dsolve.py:5(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_cholesky.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _data.py:131(_create_method)
        1    0.000    0.000    0.000    0.000 coo.py:5(<module>)
        1    0.000    0.000    0.000    0.000 interpolation.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dia.py:5(<module>)
        1    0.000    0.000    0.000    0.000 dok.py:5(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:241(_cleanup)
        1    0.000    0.000    0.000    0.000 measurements.py:5(<module>)
        1    0.000    0.000    0.000    0.000 data.py:5(<module>)
        1    0.000    0.000    0.000    0.000 special_matrices.py:5(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        3    0.000    0.000    0.000    0.000 result.py:528(_get_default_dtype)
        1    0.000    0.000    0.000    0.000 config_defaults.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:2188(captureWarnings)
        1    0.000    0.000    0.000    0.000 misc.py:5(<module>)
        1    0.000    0.000    0.000    0.000 fourier.py:5(<module>)
        1    0.000    0.000    0.000    0.000 csr.py:5(<module>)
        1    0.000    0.000    0.000    0.000 csc.py:5(<module>)
        1    0.000    0.000    0.000    0.000 features.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:5(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
       96    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:5(<module>)
        2    0.000    0.000    0.000    0.000 {method 'new_empty' of 'torch._C.TensorBase' objects}
        2    0.000    0.000    0.000    0.000 memory.py:40(detach_and_move)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lsmr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sf_error.py:5(<module>)
       20    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 flinalg.py:3(<module>)
        2    0.000    0.000    0.000    0.000 subprocess.py:939(__del__)
        2    0.000    0.000    0.000    0.000 ddp.py:430(on_after_outer_forward)
        1    0.000    0.000    0.000    0.000 _dok.py:23(dok_matrix)
        1    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
      116    0.000    0.000    0.000    0.000 extensions.py:2002(<lambda>)
        8    0.000    0.000    0.000    0.000 threading.py:249(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:843(_addHandlerRef)
        4    0.000    0.000    0.000    0.000 distributed_c10d.py:494(pg_map)
        2    0.000    0.000    0.000    0.000 {method 'set_' of 'torch._C.TensorBase' objects}
        1    0.000    0.000    0.000    0.000 _spfun_stats.py:32(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        4    0.000    0.000    0.000    0.000 storage.py:629(__init__)
        4    0.000    0.000    0.000    0.000 storage.py:557(__new__)
       11    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
       18    0.000    0.000    0.000    0.000 _internal.py:889(<genexpr>)
        1    0.000    0.000    0.000    0.000 _data.py:19(_data_matrix)
        1    0.000    0.000    0.000    0.000 lsqr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
        8    0.000    0.000    0.000    0.000 enum.py:735(__hash__)
        1    0.000    0.000    0.000    0.000 resources.py:54(_normalize_path)
       23    0.000    0.000    0.000    0.000 _compat.py:45(find_spec)
        1    0.000    0.000    0.000    0.000 inspect.py:1850(_signature_is_functionlike)
        5    0.000    0.000    0.000    0.000 dataclasses.py:244(__init__)
        1    0.000    0.000    0.000    0.000 v3.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 olefile.py:1019(OleFileIO)
        1    0.000    0.000    0.000    0.000 platform.py:752(uname)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:826(is_package)
        8    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        9    0.000    0.000    0.000    0.000 enum.py:175(<dictcomp>)
        6    0.000    0.000    0.000    0.000 _utils.py:55(is_power2)
        2    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
        6    0.000    0.000    0.000    0.000 tools.py:103(deprecated_version_of)
        4    0.000    0.000    0.000    0.000 typing.py:1124(runtime_checkable)
       26    0.000    0.000    0.000    0.000 __init__.py:110(<lambda>)
        1    0.000    0.000    0.000    0.000 _decomp_qr.py:1(<module>)
       10    0.000    0.000    0.000    0.000 module.py:293(automatic_optimization)
        1    0.000    0.000    0.000    0.000 _interface.py:53(LinearOperator)
        1    0.000    0.000    0.000    0.000 selectors.py:202(__exit__)
        1    0.000    0.000    0.000    0.000 rotate.py:1(<module>)
        3    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 _utils.py:77(_popen_kwargs)
        1    0.000    0.000    0.000    0.000 scheduler.py:80(check_activation_quantization)
        4    0.000    0.000    0.000    0.000 engine.py:647(memory_breakdown)
        1    0.000    0.000    0.000    0.000 olefile.py:732(OleDirectoryEntry)
        1    0.000    0.000    0.000    0.000 mask_or.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ffmpeg_tools.py:1(<module>)
       24    0.000    0.000    0.000    0.000 enum.py:223(<genexpr>)
        5    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       16    0.000    0.000    0.000    0.000 {built-in method torch._C._has_torch_function}
        2    0.000    0.000    0.000    0.000 distributed_c10d.py:650(_get_pg_default_device)
        5    0.000    0.000    0.000    0.000 dataclasses.py:414(_field_init)
        7    0.000    0.000    0.000    0.000 __init__.py:776(__init__)
        1    0.000    0.000    0.000    0.000 plugins.py:782(<listcomp>)
        2    0.000    0.000    0.000    0.000 imports.py:160(_check_available)
       20    0.000    0.000    0.000    0.000 fromnumeric.py:193(_reshape_dispatcher)
        2    0.000    0.000    0.000    0.000 diffusion_utils.py:25(<listcomp>)
        1    0.000    0.000    0.000    0.000 decorator.py:51(FunctionMaker)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:965(ImageFileDirectory_v1)
        2    0.000    0.000    0.000    0.000 contextlib.py:700(__enter__)
       26    0.000    0.000    0.000    0.000 TiffImagePlugin.py:388(_delegate)
        6    0.000    0.000    0.000    0.000 request.py:438(format_hint)
        2    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.zip_encoder}
        8    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:1880(AppendingTiffWriter)
        1    0.000    0.000    0.000    0.000 BmpImagePlugin.py:62(BmpImageFile)
        4    0.000    0.000    0.000    0.000 apply_func.py:69(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
        3    0.000    0.000    0.000    0.000 selectors.py:66(__len__)
        2    0.000    0.000    0.000    0.000 __init__.py:1230(append)
        1    0.000    0.000    0.000    0.000 olefile.py:560(OleFileIONotClosed)
        3    0.000    0.000    0.000    0.000 dataclasses.py:751(_set_new_attribute)
       23    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
        1    0.000    0.000    0.000    0.000 Jpeg2KImagePlugin.py:203(Jpeg2KImageFile)
        1    0.000    0.000    0.000    0.000 selectors.py:268(close)
